5.10000000000000	3.50000000000000	1
4.90000000000000	3	1
4.70000000000000	3.20000000000000	1
4.60000000000000	3.10000000000000	1
5	3.60000000000000	1
5.40000000000000	3.90000000000000	1
4.60000000000000	3.40000000000000	1
5	3.40000000000000	1
4.40000000000000	2.90000000000000	1
4.90000000000000	3.10000000000000	1
5.40000000000000	3.70000000000000	1
4.80000000000000	3.40000000000000	1
4.80000000000000	3	1
4.30000000000000	3	1
5.80000000000000	4	1
5.70000000000000	4.40000000000000	1
5.40000000000000	3.90000000000000	1
5.10000000000000	3.50000000000000	1
5.70000000000000	3.80000000000000	1
5.10000000000000	3.80000000000000	1
5.40000000000000	3.40000000000000	1
5.10000000000000	3.70000000000000	1
4.60000000000000	3.60000000000000	1
5.10000000000000	3.30000000000000	1
4.80000000000000	3.40000000000000	1
5	3	1
5	3.40000000000000	1
5.20000000000000	3.50000000000000	1
5.20000000000000	3.40000000000000	1
4.70000000000000	3.20000000000000	1
4.80000000000000	3.10000000000000	1
5.40000000000000	3.40000000000000	1
5.20000000000000	4.10000000000000	1
5.50000000000000	4.20000000000000	1
4.90000000000000	3.10000000000000	1
5	3.20000000000000	1
5.50000000000000	3.50000000000000	1
4.90000000000000	3.60000000000000	1
4.40000000000000	3	1
5.10000000000000	3.40000000000000	1
5	3.50000000000000	1
4.50000000000000	2.30000000000000	1
4.40000000000000	3.20000000000000	1
5	3.50000000000000	1
5.10000000000000	3.80000000000000	1
4.80000000000000	3	1
5.10000000000000	3.80000000000000	1
4.60000000000000	3.20000000000000	1
5.30000000000000	3.70000000000000	1
5	3.30000000000000	1
7	3.20000000000000	0
6.40000000000000	3.20000000000000	0
6.90000000000000	3.10000000000000	0
5.50000000000000	2.30000000000000	0
6.50000000000000	2.80000000000000	0
5.70000000000000	2.80000000000000	0
6.30000000000000	3.30000000000000	0
4.90000000000000	2.40000000000000	0
6.60000000000000	2.90000000000000	0
5.20000000000000	2.70000000000000	0
5	2	0
5.90000000000000	3	0
6	2.20000000000000	0
6.10000000000000	2.90000000000000	0
5.60000000000000	2.90000000000000	0
6.70000000000000	3.10000000000000	0
5.60000000000000	3	0
5.80000000000000	2.70000000000000	0
6.20000000000000	2.20000000000000	0
5.60000000000000	2.50000000000000	0
5.90000000000000	3.20000000000000	0
6.10000000000000	2.80000000000000	0
6.30000000000000	2.50000000000000	0
6.10000000000000	2.80000000000000	0
6.40000000000000	2.90000000000000	0
6.60000000000000	3	0
6.80000000000000	2.80000000000000	0
6.70000000000000	3	0
6	2.90000000000000	0
5.70000000000000	2.60000000000000	0
5.50000000000000	2.40000000000000	0
5.50000000000000	2.40000000000000	0
5.80000000000000	2.70000000000000	0
6	2.70000000000000	0
5.40000000000000	3	0
6	3.40000000000000	0
6.70000000000000	3.10000000000000	0
6.30000000000000	2.30000000000000	0
5.60000000000000	3	0
5.50000000000000	2.50000000000000	0
5.50000000000000	2.60000000000000	0
6.10000000000000	3	0
5.80000000000000	2.60000000000000	0
5	2.30000000000000	0
5.60000000000000	2.70000000000000	0
5.70000000000000	3	0
5.70000000000000	2.90000000000000	0
6.20000000000000	2.90000000000000	0
5.10000000000000	2.50000000000000	0
5.70000000000000	2.80000000000000	0
